"","Sample","Year","Season","Region","Harvest","ReefID","Collection","Shell","Class","Fishery","Pre.Fishery","Recruit"
"14410","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R5",35,"Pre-Fishery",0,1,0
"14411","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R5",35,"Pre-Fishery",0,1,0
"14412","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R9",35,"Pre-Fishery",0,1,0
"14413","W16",2016,"Winter","Matanzas River","No","FM631","W16FM631R6",35,"Pre-Fishery",0,1,0
"14414","W16",2016,"Winter","Matanzas River","Yes","FM79","W16FM79R9",35,"Pre-Fishery",0,1,0
"14415","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R26",35,"Pre-Fishery",0,1,0
"14416","W16",2016,"Winter","Matanzas River","No","FM56","W16FM56R17",35,"Pre-Fishery",0,1,0
"14417","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R1",35,"Pre-Fishery",0,1,0
"14418","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R1",35,"Pre-Fishery",0,1,0
"14419","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R1",35,"Pre-Fishery",0,1,0
"14420","W16",2016,"Winter","Matanzas River","No","FM788","W16FM788R4",35,"Pre-Fishery",0,1,0
"14421","W16",2016,"Winter","Salt Run","No","SR57","W16SR57R6",35,"Pre-Fishery",0,1,0
"14422","W16",2016,"Winter","Matanzas River","No","FM614","W16FM614R5",35,"Pre-Fishery",0,1,0
"14423","S15",2015,"Summer","Matanzas River","No","MC2","S15MC2R8",35.1,"Pre-Fishery",0,1,0
"14424","S15",2015,"Summer","Matanzas River","Yes","FM1","S15FM1R7",35.1,"Pre-Fishery",0,1,0
"14425","S15",2015,"Summer","Tolomato River","Yes","TR13","S15TR13R2",35.1,"Pre-Fishery",0,1,0
"14426","S15",2015,"Summer","Salt Run","Yes","SR3","S15SR3R4",35.1,"Pre-Fishery",0,1,0
"14427","S16",2016,"Summer","Matanzas River","Yes","FM125","S16FM125R1",35.1,"Pre-Fishery",0,1,0
"14428","S16",2016,"Summer","Matanzas River","Yes","FM132","S16FM132R1",35.1,"Pre-Fishery",0,1,0
"14429","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R12",35.1,"Pre-Fishery",0,1,0
"14430","S16",2016,"Summer","Matanzas River","Yes","FM384","S16FM384R10",35.1,"Pre-Fishery",0,1,0
"14431","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R12",35.1,"Pre-Fishery",0,1,0
"14432","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R2",35.1,"Pre-Fishery",0,1,0
"14433","S16",2016,"Summer","Salt Run","Yes","SR24","S16SR24R7",35.1,"Pre-Fishery",0,1,0
"14434","S16",2016,"Summer","Matanzas River","Yes","FM562","S16FM562R1",35.1,"Pre-Fishery",0,1,0
"14435","S16",2016,"Summer","Salt Run","No","SR60","S16SR60R27",35.1,"Pre-Fishery",0,1,0
"14436","S16",2016,"Summer","Salt Run","Yes","SR41","S16SR41R38",35.1,"Pre-Fishery",0,1,0
"14437","W15",2015,"Winter","Matanzas River","Yes","FM4","W15FM4R15",35.1,"Pre-Fishery",0,1,0
"14438","W15",2015,"Winter","Matanzas River","Yes","FM3","W15FM3R8",35.1,"Pre-Fishery",0,1,0
"14439","W15",2015,"Winter","Salt Run","Yes","SR6","W15SR6R29",35.1,"Pre-Fishery",0,1,0
"14440","W16",2016,"Winter","Salt Run","No","SR55","W16SR55R5",35.1,"Pre-Fishery",0,1,0
"14441","W16",2016,"Winter","Matanzas River","No","FM631","W16FM631R3",35.1,"Pre-Fishery",0,1,0
"14442","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R26",35.1,"Pre-Fishery",0,1,0
"14443","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R5",35.1,"Pre-Fishery",0,1,0
"14444","W16",2016,"Winter","Tolomato River","No","TR220","W16TR220R9",35.1,"Pre-Fishery",0,1,0
"14445","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR1",35.1,"Pre-Fishery",0,1,0
"14446","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR6",35.1,"Pre-Fishery",0,1,0
"14447","W16",2016,"Winter","Tolomato River","No","TR308","W16TR308R4",35.1,"Pre-Fishery",0,1,0
"14448","W16",2016,"Winter","Matanzas River","Yes","FM84","W16FM84R15",35.1,"Pre-Fishery",0,1,0
"14449","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R1",35.1,"Pre-Fishery",0,1,0
"14450","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R2",35.1,"Pre-Fishery",0,1,0
"14451","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R14",35.1,"Pre-Fishery",0,1,0
"14452","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R14",35.1,"Pre-Fishery",0,1,0
"14453","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R14",35.1,"Pre-Fishery",0,1,0
"14454","S15",2015,"Summer","Matanzas River","No","BBNR1","S15BBNR1R4",35.2,"Pre-Fishery",0,1,0
"14455","S15",2015,"Summer","Tolomato River","Yes","TR13","S15TR13R2",35.2,"Pre-Fishery",0,1,0
"14456","S15",2015,"Summer","Matanzas River","Yes","FM4","S15FM4R10",35.2,"Pre-Fishery",0,1,0
"14457","S15",2015,"Summer","Salt Run","Yes","SR3","S15SR3R4",35.2,"Pre-Fishery",0,1,0
"14458","S15",2015,"Summer","Salt Run","Yes","SR9","S15SR9R9",35.2,"Pre-Fishery",0,1,0
"14459","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R12",35.2,"Pre-Fishery",0,1,0
"14460","S16",2016,"Summer","Matanzas River","Yes","FM373","S16FM373R3",35.2,"Pre-Fishery",0,1,0
"14461","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",35.2,"Pre-Fishery",0,1,0
"14462","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R2",35.2,"Pre-Fishery",0,1,0
"14463","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R15",35.2,"Pre-Fishery",0,1,0
"14464","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R17",35.2,"Pre-Fishery",0,1,0
"14465","W15",2015,"Winter","Salt Run","Yes","SR9","W15SR9R9",35.2,"Pre-Fishery",0,1,0
"14466","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R9",35.2,"Pre-Fishery",0,1,0
"14467","W16",2016,"Winter","Matanzas River","No","FM631","W16FM631R5",35.2,"Pre-Fishery",0,1,0
"14468","W16",2016,"Winter","Matanzas River","Yes","FM40","W16FM40R1",35.2,"Pre-Fishery",0,1,0
"14469","W16",2016,"Winter","Matanzas River","Yes","FM32","W16FM32R1",35.2,"Pre-Fishery",0,1,0
"14470","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R21",35.2,"Pre-Fishery",0,1,0
"14471","W16",2016,"Winter","Matanzas River","No","FM23","W16FM23R12",35.2,"Pre-Fishery",0,1,0
"14472","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR1",35.2,"Pre-Fishery",0,1,0
"14473","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",35.2,"Pre-Fishery",0,1,0
"14474","W16",2016,"Winter","Salt Run","No","SR57","W16SR57R6",35.2,"Pre-Fishery",0,1,0
"14475","S15",2015,"Summer","Matanzas River","No","BBNR1","S15BBNR1R4",35.3,"Pre-Fishery",0,1,0
"14476","S15",2015,"Summer","Matanzas River","No","BBNR1","S15BBNR1R5",35.3,"Pre-Fishery",0,1,0
"14477","S15",2015,"Summer","Salt Run","No","SR10","S15SR10R17",35.3,"Pre-Fishery",0,1,0
"14478","S15",2015,"Summer","Salt Run","No","SR4","S15SR4R12",35.3,"Pre-Fishery",0,1,0
"14479","S15",2015,"Summer","Salt Run","Yes","SR3","S15SR3R10",35.3,"Pre-Fishery",0,1,0
"14480","S16",2016,"Summer","Matanzas River","Yes","FM125","S16FM125R1",35.3,"Pre-Fishery",0,1,0
"14481","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R1",35.3,"Pre-Fishery",0,1,0
"14482","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R9",35.3,"Pre-Fishery",0,1,0
"14483","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R11",35.3,"Pre-Fishery",0,1,0
"14484","S16",2016,"Summer","Salt Run","No","SR70","S16SR70R12",35.3,"Pre-Fishery",0,1,0
"14485","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R2",35.3,"Pre-Fishery",0,1,0
"14486","S16",2016,"Summer","Matanzas River","Yes","FM562","S16FM562R0",35.3,"Pre-Fishery",0,1,0
"14487","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R29",35.3,"Pre-Fishery",0,1,0
"14488","S16",2016,"Summer","Salt Run","No","SR60","S16SR60R3",35.3,"Pre-Fishery",0,1,0
"14489","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",35.3,"Pre-Fishery",0,1,0
"14490","W15",2015,"Winter","Salt Run","No","SR5","W15SR5R8",35.3,"Pre-Fishery",0,1,0
"14491","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R9",35.3,"Pre-Fishery",0,1,0
"14492","W16",2016,"Winter","Tolomato River","Yes","TR78","W16TR78R5",35.3,"Pre-Fishery",0,1,0
"14493","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R1",35.3,"Pre-Fishery",0,1,0
"14494","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R1",35.3,"Pre-Fishery",0,1,0
"14495","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R4",35.3,"Pre-Fishery",0,1,0
"14496","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R32",35.3,"Pre-Fishery",0,1,0
"14497","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R5",35.3,"Pre-Fishery",0,1,0
"14498","W16",2016,"Winter","Tolomato River","No","TR220","W16TR220R9",35.3,"Pre-Fishery",0,1,0
"14499","W16",2016,"Winter","Matanzas River","No","FM56","W16FM56R16",35.3,"Pre-Fishery",0,1,0
"14500","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",35.3,"Pre-Fishery",0,1,0
"14501","S15",2015,"Summer","Matanzas River","No","BBNR1","S15BBNR1R0",35.4,"Pre-Fishery",0,1,0
"14502","S15",2015,"Summer","Salt Run","No","SR10","S15SR10R17",35.4,"Pre-Fishery",0,1,0
"14503","S15",2015,"Summer","Salt Run","Yes","SR2","S15SR2R4",35.4,"Pre-Fishery",0,1,0
"14504","S15",2015,"Summer","Matanzas River","Yes","FM206","S15FM206R22",35.4,"Pre-Fishery",0,1,0
"14505","S15",2015,"Summer","Salt Run","Yes","SR2S","S15SR2SR6",35.4,"Pre-Fishery",0,1,0
"14506","S16",2016,"Summer","Matanzas River","Yes","FM384","S16FM384R8",35.4,"Pre-Fishery",0,1,0
"14507","S16",2016,"Summer","Salt Run","No","SR70","S16SR70R2",35.4,"Pre-Fishery",0,1,0
"14508","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",35.4,"Pre-Fishery",0,1,0
"14509","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",35.4,"Pre-Fishery",0,1,0
"14510","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R4",35.4,"Pre-Fishery",0,1,0
"14511","S16",2016,"Summer","Matanzas River","Yes","FM562","S16FM562R0",35.4,"Pre-Fishery",0,1,0
"14512","S16",2016,"Summer","Matanzas River","Yes","FM562","S16FM562R1",35.4,"Pre-Fishery",0,1,0
"14513","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R13",35.4,"Pre-Fishery",0,1,0
"14514","S16",2016,"Summer","Salt Run","No","SR60","S16SR60R27",35.4,"Pre-Fishery",0,1,0
"14515","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R25",35.4,"Pre-Fishery",0,1,0
"14516","W15",2015,"Winter","Matanzas River","No","MC1","W15MC1R10",35.4,"Pre-Fishery",0,1,0
"14517","W15",2015,"Winter","Tolomato River","No","TR3","W15TR3R10",35.4,"Pre-Fishery",0,1,0
"14518","W16",2016,"Winter","Salt Run","Yes","SR66","W16SR66R6",35.4,"Pre-Fishery",0,1,0
"14519","W16",2016,"Winter","Matanzas River","Yes","FM79","W16FM79R18",35.4,"Pre-Fishery",0,1,0
"14520","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R21",35.4,"Pre-Fishery",0,1,0
"14521","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R32",35.4,"Pre-Fishery",0,1,0
"14522","W16",2016,"Winter","Matanzas River","Yes","FM84","W16FM84R5",35.4,"Pre-Fishery",0,1,0
"14523","W16",2016,"Winter","Matanzas River","Yes","FM604","W16FM604R1",35.4,"Pre-Fishery",0,1,0
"14524","W16",2016,"Winter","Matanzas River","No","FM31","W16FM31R20",35.4,"Pre-Fishery",0,1,0
"14525","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R14",35.4,"Pre-Fishery",0,1,0
"14526","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R14",35.4,"Pre-Fishery",0,1,0
"14527","S15",2015,"Summer","Matanzas River","Yes","FM1","S15FM1R7",35.5,"Pre-Fishery",0,1,0
"14528","S15",2015,"Summer","Matanzas River","Yes","FM3A","S15FM3R17",35.5,"Pre-Fishery",0,1,0
"14529","S15",2015,"Summer","Tolomato River","No","TR10","S15TR10R7",35.5,"Pre-Fishery",0,1,0
"14530","S15",2015,"Summer","Tolomato River","No","TR16","S15TR16R7",35.5,"Pre-Fishery",0,1,0
"14531","S15",2015,"Summer","Tolomato River","Yes","TR2A","S15TR2R10",35.5,"Pre-Fishery",0,1,0
"14532","S15",2015,"Summer","Matanzas River","Yes","CO","S15COR5",35.5,"Pre-Fishery",0,1,0
"14533","S15",2015,"Summer","Salt Run","Yes","SR6","S15SR6R9",35.5,"Pre-Fishery",0,1,0
"14534","S15",2015,"Summer","Tolomato River","Yes","TR3A","S15TR3AR4",35.5,"Pre-Fishery",0,1,0
"14535","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R1",35.5,"Pre-Fishery",0,1,0
"14536","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R12",35.5,"Pre-Fishery",0,1,0
"14537","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R11",35.5,"Pre-Fishery",0,1,0
"14538","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R7",35.5,"Pre-Fishery",0,1,0
"14539","S16",2016,"Summer","Matanzas River","Yes","FM373","S16FM373R12",35.5,"Pre-Fishery",0,1,0
"14540","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",35.5,"Pre-Fishery",0,1,0
"14541","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R15",35.5,"Pre-Fishery",0,1,0
"14542","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R17",35.5,"Pre-Fishery",0,1,0
"14543","S16",2016,"Summer","Salt Run","Yes","SR38","S16SR38R0",35.5,"Pre-Fishery",0,1,0
"14544","W15",2015,"Winter","Salt Run","No","SR4","W15SR4R20",35.5,"Pre-Fishery",0,1,0
"14545","W15",2015,"Winter","Salt Run","No","SR5","W15SR5R8",35.5,"Pre-Fishery",0,1,0
"14546","W15",2015,"Winter","Salt Run","No","SR1","W15SR1R1",35.5,"Pre-Fishery",0,1,0
"14547","W15",2015,"Winter","Salt Run","Yes","SR3","W15SR3R9",35.5,"Pre-Fishery",0,1,0
"14548","W16",2016,"Winter","Matanzas River","No","FM631","W16FM631R5",35.5,"Pre-Fishery",0,1,0
"14549","W16",2016,"Winter","Salt Run","Yes","SR30","W16SR30R10",35.5,"Pre-Fishery",0,1,0
"14550","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R32",35.5,"Pre-Fishery",0,1,0
"14551","W16",2016,"Winter","Matanzas River","No","FM24","W16FM24R5",35.5,"Pre-Fishery",0,1,0
"14552","W16",2016,"Winter","Matanzas River","No","FM23","W16FM23R17",35.5,"Pre-Fishery",0,1,0
"14553","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR1",35.5,"Pre-Fishery",0,1,0
"14554","W16",2016,"Winter","Matanzas River","Yes","FM46","W16FM46R4",35.5,"Pre-Fishery",0,1,0
"14555","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R17",35.5,"Pre-Fishery",0,1,0
"14556","S15",2015,"Summer","Matanzas River","No","MC2","S15MC2R1",35.6,"Pre-Fishery",0,1,0
"14557","S15",2015,"Summer","Matanzas River","No","MC2","S15MC2R1",35.6,"Pre-Fishery",0,1,0
"14558","S15",2015,"Summer","Matanzas River","No","BB15A","S15BB15AR20",35.6,"Pre-Fishery",0,1,0
"14559","S15",2015,"Summer","Matanzas River","Yes","FM206","S15FM206R28",35.6,"Pre-Fishery",0,1,0
"14560","S15",2015,"Summer","Tolomato River","No","VBNR2","S15VBNR2R2",35.6,"Pre-Fishery",0,1,0
"14561","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R1",35.6,"Pre-Fishery",0,1,0
"14562","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R12",35.6,"Pre-Fishery",0,1,0
"14563","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R9",35.6,"Pre-Fishery",0,1,0
"14564","S16",2016,"Summer","Tolomato River","No","TR209A","S16TR209R35",35.6,"Pre-Fishery",0,1,0
"14565","S16",2016,"Summer","Tolomato River","No","TR627","S16TR627R3",35.6,"Pre-Fishery",0,1,0
"14566","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R11",35.6,"Pre-Fishery",0,1,0
"14567","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",35.6,"Pre-Fishery",0,1,0
"14568","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",35.6,"Pre-Fishery",0,1,0
"14569","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R4",35.6,"Pre-Fishery",0,1,0
"14570","S16",2016,"Summer","Matanzas River","Yes","FM390","S16FM390R8",35.6,"Pre-Fishery",0,1,0
"14571","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R15",35.6,"Pre-Fishery",0,1,0
"14572","S16",2016,"Summer","Salt Run","No","SR86","S16SR86R13",35.6,"Pre-Fishery",0,1,0
"14573","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R5",35.6,"Pre-Fishery",0,1,0
"14574","W16",2016,"Winter","Salt Run","No","SR56","W16SR56R9",35.6,"Pre-Fishery",0,1,0
"14575","W16",2016,"Winter","Salt Run","Yes","SR66","W16SR66R24",35.6,"Pre-Fishery",0,1,0
"14576","W16",2016,"Winter","Matanzas River","Yes","FM77","W16FM77R21",35.6,"Pre-Fishery",0,1,0
"14577","W16",2016,"Winter","Tolomato River","No","TR220","W16TR220R10",35.6,"Pre-Fishery",0,1,0
"14578","W16",2016,"Winter","Tolomato River","No","TR220","W16TR220R9",35.6,"Pre-Fishery",0,1,0
"14579","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR1",35.6,"Pre-Fishery",0,1,0
"14580","W16",2016,"Winter","Tolomato River","No","TR308","W16TR308RU2",35.6,"Pre-Fishery",0,1,0
"14581","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R10",35.6,"Pre-Fishery",0,1,0
"14582","W16",2016,"Winter","Matanzas River","No","FM26","W16FM26R13",35.6,"Pre-Fishery",0,1,0
"14583","W16",2016,"Winter","Salt Run","No","SR57","W16SR57R6",35.6,"Pre-Fishery",0,1,0
"14584","S15",2015,"Summer","Matanzas River","No","BBNR1","S15BBNR1R5",35.7,"Pre-Fishery",0,1,0
"14585","S15",2015,"Summer","Salt Run","No","SR1","S15SR1R12",35.7,"Pre-Fishery",0,1,0
"14586","S16",2016,"Summer","Matanzas River","Yes","FM125","S16FM125R7",35.7,"Pre-Fishery",0,1,0
"14587","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R11",35.7,"Pre-Fishery",0,1,0
"14588","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R12",35.7,"Pre-Fishery",0,1,0
"14589","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R7",35.7,"Pre-Fishery",0,1,0
"14590","S16",2016,"Summer","Matanzas River","Yes","FM384","S16FM384R4",35.7,"Pre-Fishery",0,1,0
"14591","S16",2016,"Summer","Matanzas River","Yes","FM384","S16FM384R8",35.7,"Pre-Fishery",0,1,0
"14592","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",35.7,"Pre-Fishery",0,1,0
"14593","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R11",35.7,"Pre-Fishery",0,1,0
"14594","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",35.7,"Pre-Fishery",0,1,0
"14595","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R2",35.7,"Pre-Fishery",0,1,0
"14596","S16",2016,"Summer","Matanzas River","Yes","FM411","S16FM411R17",35.7,"Pre-Fishery",0,1,0
"14597","S16",2016,"Summer","Matanzas River","Yes","FM368","S16FM368R9",35.7,"Pre-Fishery",0,1,0
"14598","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R2",35.7,"Pre-Fishery",0,1,0
"14599","S16",2016,"Summer","Salt Run","No","SR85","S16SR85R3",35.7,"Pre-Fishery",0,1,0
"14600","W15",2015,"Winter","Matanzas River","No","MC2","W15MC2R41",35.7,"Pre-Fishery",0,1,0
"14601","W15",2015,"Winter","Matanzas River","Yes","FM206","W15FM206R23",35.7,"Pre-Fishery",0,1,0
"14602","W15",2015,"Winter","Matanzas River","Yes","FM3","W15FM3R5",35.7,"Pre-Fishery",0,1,0
"14603","W15",2015,"Winter","Salt Run","No","SR4","W15SR4R5",35.7,"Pre-Fishery",0,1,0
"14604","W15",2015,"Winter","Salt Run","No","SR4","W15SR4R5",35.7,"Pre-Fishery",0,1,0
"14605","W16",2016,"Winter","Salt Run","No","SR55","W16SR55R11",35.7,"Pre-Fishery",0,1,0
"14606","W16",2016,"Winter","Tolomato River","No","TR307A","W16TR307AR1",35.7,"Pre-Fishery",0,1,0
"14607","W16",2016,"Winter","Matanzas River","No","FM56","W16FM56R16",35.7,"Pre-Fishery",0,1,0
"14608","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R10",35.7,"Pre-Fishery",0,1,0
"14609","W16",2016,"Winter","Matanzas River","No","FM31","W16FM31R7",35.7,"Pre-Fishery",0,1,0
"14610","W16",2016,"Winter","Matanzas River","No","FM31","W16FM31R7",35.7,"Pre-Fishery",0,1,0
"14611","W16",2016,"Winter","Matanzas River","No","FM788","W16FM788R4",35.7,"Pre-Fishery",0,1,0
"14612","W16",2016,"Winter","Matanzas River","No","FM788","W16FM788R5",35.7,"Pre-Fishery",0,1,0
"14613","W16",2016,"Winter","Matanzas River","No","FM614","W16FM614R10",35.7,"Pre-Fishery",0,1,0
"14614","S15",2015,"Summer","Matanzas River","Yes","FM3A","S15FM3R9",35.8,"Pre-Fishery",0,1,0
"14615","S15",2015,"Summer","Matanzas River","Yes","FM4","S15FM4R27",35.8,"Pre-Fishery",0,1,0
"14616","S15",2015,"Summer","Matanzas River","Yes","FM4","S15FM4R6",35.8,"Pre-Fishery",0,1,0
"14617","S15",2015,"Summer","Salt Run","Yes","SR2S","S15SR2SR14",35.8,"Pre-Fishery",0,1,0
"14618","S15",2015,"Summer","Salt Run","Yes","SR6","S15SR6R3",35.8,"Pre-Fishery",0,1,0
"14619","S15",2015,"Summer","Tolomato River","No","VBNR2","S15VBNR2R5",35.8,"Pre-Fishery",0,1,0
"14620","S16",2016,"Summer","Matanzas River","Yes","FM125","S16FM125R1",35.8,"Pre-Fishery",0,1,0
"14621","S16",2016,"Summer","Matanzas River","Yes","FM50","S16FM50R9",35.8,"Pre-Fishery",0,1,0
"14622","S16",2016,"Summer","Matanzas River","Yes","FM384","S16FM384R4",35.8,"Pre-Fishery",0,1,0
"14623","S16",2016,"Summer","Tolomato River","No","TR209A","S16TR209R35",35.8,"Pre-Fishery",0,1,0
"14624","S16",2016,"Summer","Salt Run","No","SR71","S16SR71R13",35.8,"Pre-Fishery",0,1,0
"14625","S16",2016,"Summer","Salt Run","No","SR7A","S16SR7R6",35.8,"Pre-Fishery",0,1,0
"14626","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R6",35.8,"Pre-Fishery",0,1,0
"14627","S16",2016,"Summer","Salt Run","No","SR1A","S16SR1R9",35.8,"Pre-Fishery",0,1,0
"14628","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R13",35.8,"Pre-Fishery",0,1,0
"14629","S16",2016,"Summer","Salt Run","No","SR85","S16SR85R19",35.8,"Pre-Fishery",0,1,0
"14630","W15",2015,"Winter","Matanzas River","Yes","CO","W15COR17",35.8,"Pre-Fishery",0,1,0
"14631","W15",2015,"Winter","Matanzas River","No","MC1","W15MC1R13",35.8,"Pre-Fishery",0,1,0
"14632","W15",2015,"Winter","Salt Run","Yes","SR6","W15SR6R25",35.8,"Pre-Fishery",0,1,0
"14633","W16",2016,"Winter","Matanzas River","Yes","FM79","W16FM79R9",35.8,"Pre-Fishery",0,1,0
"14634","W16",2016,"Winter","Matanzas River","No","FM23","W16FM23R12",35.8,"Pre-Fishery",0,1,0
"14635","W16",2016,"Winter","Tolomato River","No","TR220","W16TR220R7",35.8,"Pre-Fishery",0,1,0
"14636","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R13",35.8,"Pre-Fishery",0,1,0
"14637","W16",2016,"Winter","Matanzas River","No","FM655","W16FM655R17",35.8,"Pre-Fishery",0,1,0
"14638","W16",2016,"Winter","Matanzas River","No","FM26","W16FM26R13",35.8,"Pre-Fishery",0,1,0
"14639","W16",2016,"Winter","Matanzas River","No","FM614","W16FM614R10",35.8,"Pre-Fishery",0,1,0
"14640","S15",2015,"Summer","Matanzas River","No","MC1","S15MC1R8",35.9,"Pre-Fishery",0,1,0
"14641","S15",2015,"Summer","Salt Run","No","SR8","S15SR8R2",35.9,"Pre-Fishery",0,1,0
"14642","S15",2015,"Summer","Tolomato River","No","TR7","S15TR7R12",35.9,"Pre-Fishery",0,1,0
"14643","S15",2015,"Summer","Tolomato River","No","TR7","S15TR7R7",35.9,"Pre-Fishery",0,1,0
"14644","S15",2015,"Summer","Salt Run","Yes","SR2S","S15SR2SR14",35.9,"Pre-Fishery",0,1,0
"14645","S16",2016,"Summer","Matanzas River","Yes","FM290","S16FM290R11",35.9,"Pre-Fishery",0,1,0
"14646","S16",2016,"Summer","Salt Run","No","SR70","S16SR70R2",35.9,"Pre-Fishery",0,1,0
"14647","S16",2016,"Summer","Salt Run","No","SR6A","S16SR6R1",35.9,"Pre-Fishery",0,1,0
"14648","S16",2016,"Summer","Matanzas River","Yes","FM373","S16FM373R5",35.9,"Pre-Fishery",0,1,0
"14649","S16",2016,"Summer","Matanzas River","Yes","FM411","S16FM411R17",35.9,"Pre-Fishery",0,1,0
"14650","S16",2016,"Summer","Matanzas River","Yes","FM494","S16FM494R12",35.9,"Pre-Fishery",0,1,0
"14651","S16",2016,"Summer","Matanzas River","Yes","FM562","S16FM562R0",35.9,"Pre-Fishery",0,1,0
"14652","S16",2016,"Summer","Salt Run","No","SR76","S16SR76R20",35.9,"Pre-Fishery",0,1,0
"14653","S16",2016,"Summer","Salt Run","No","SR80","S16SR80R15",35.9,"Pre-Fishery",0,1,0
"14654","S16",2016,"Summer","Salt Run","Yes","SR38","S16SR38R0",35.9,"Pre-Fishery",0,1,0
